fecha_hora,nodo_id,fuente,profundidad_fondo_m,calado_m,profundidad_libre_m,profundidad_libre_sin_compensar_m,tension_cabo_kg,nivel_lago_cm,temperatura_agua_c,mecanismo_activo,estado_alerta,dias_retraso_validacion
2026-03-08 12:00:00,nodo_02,sensor,5.85,4.782,1.068,0.773,27.36,-1.13,12.86,True,alerta,
2026-03-08 18:00:00,nodo_01,sensor,7.458,5.001,2.457,2.457,18.53,2.3,12.71,False,normal,
2026-03-08 18:00:00,nodo_02,sensor,5.937,4.915,1.022,0.927,24.47,2.3,12.71,True,alerta,
2026-03-09 00:00:00,nodo_01,sensor,7.363,5.064,2.299,2.299,19.08,1.97,13.2,False,normal,
2026-03-09 00:00:00,nodo_02,sensor,5.983,4.968,1.015,0.949,25.48,1.97,13.2,True,alerta,
2026-03-09 06:00:00,nodo_01,sensor,7.382,4.975,2.407,2.407,19.12,-1.13,12.97,False,normal,
2026-03-09 06:00:00,nodo_02,sensor,5.914,4.883,1.031,0.896,24.34,-1.13,12.97,True,alerta,
2026-03-09 12:00:00,nodo_01,sensor,7.37,5.044,2.326,2.326,20.83,-1.13,13.33,False,normal,
2026-03-09 12:00:00,nodo_02,sensor,5.867,4.854,1.013,0.956,23.54,-1.13,13.33,True,alerta,
2026-03-09 18:00:00,nodo_01,sensor,7.383,5.055,2.328,2.328,21.24,-1.09,13.1,False,normal,
2026-03-09 18:00:00,nodo_02,sensor,5.914,4.869,1.045,0.849,25.41,-1.09,13.1,True,alerta,
2026-03-10 00:00:00,nodo_01,sensor,7.377,4.969,2.408,2.408,22.87,-1.45,13.43,False,normal,
2026-03-10 00:00:00,nodo_02,sensor,5.917,4.91,1.007,1.007,16.83,-1.45,13.43,False,alerta,
2026-03-10 06:00:00,nodo_01,sensor,7.41,5.031,2.379,2.379,19.98,-0.92,13.41,False,normal,
2026-03-10 06:00:00,nodo_02,sensor,5.864,4.822,1.042,0.86,24.36,-0.92,13.41,True,alerta,
2026-03-10 12:00:00,nodo_01,sensor,7.403,5.068,2.335,2.335,19.35,-1.55,13.42,False,normal,
2026-03-10 12:00:00,nodo_02,sensor,5.891,4.85,1.041,0.863,26.68,-1.55,13.42,True,alerta,
2026-03-10 18:00:00,nodo_01,sensor,7.388,4.989,2.399,2.399,20.47,0.95,12.76,False,normal,
2026-03-10 18:00:00,nodo_02,sensor,5.954,4.927,1.027,0.911,25.14,0.95,12.76,True,alerta,
2026-03-11 00:00:00,nodo_01,sensor,7.393,4.998,2.395,2.395,21.91,1.37,13.19,False,normal,
2026-03-11 00:00:00,nodo_02,sensor,5.937,4.911,1.026,0.912,25.51,1.37,13.19,True,alerta,
2026-03-11 06:00:00,nodo_01,sensor,7.394,5.001,2.393,2.393,20.15,-1.26,13.08,False,normal,
2026-03-11 06:00:00,nodo_02,sensor,5.864,4.823,1.041,0.863,26.12,-1.26,13.08,True,alerta,
2026-03-11 12:00:00,nodo_01,sensor,7.419,5.091,2.328,2.328,19.83,-1.75,13.75,False,normal,
2026-03-11 12:00:00,nodo_02,sensor,5.912,4.907,1.005,0.985,26.55,-1.75,13.75,True,alerta,
2026-03-11 18:00:00,nodo_01,sensor,7.353,5.008,2.345,2.345,20.51,-2.46,13.04,False,normal,
2026-03-11 18:00:00,nodo_02,sensor,5.932,4.897,1.035,0.884,24.51,-2.46,13.04,True,alerta,
2026-03-12 00:00:00,nodo_01,sensor,7.408,4.993,2.415,2.415,19.89,-1.35,13.66,False,normal,
2026-03-12 00:00:00,nodo_02,sensor,5.878,4.837,1.041,0.863,23.73,-1.35,13.66,True,alerta,
2026-03-12 06:00:00,nodo_01,sensor,7.335,4.97,2.365,2.365,20.01,-1.73,13.59,False,normal,
2026-03-12 06:00:00,nodo_02,sensor,5.884,4.856,1.028,0.907,26.31,-1.73,13.59,True,alerta,
2026-03-12 12:00:00,nodo_01,sensor,7.409,5.077,2.332,2.332,18.76,-2.27,13.38,False,normal,
2026-03-12 12:00:00,nodo_02,sensor,5.868,4.825,1.043,0.856,28.45,-2.27,13.38,True,alerta,
2026-03-12 18:00:00,nodo_01,sensor,7.449,5.088,2.361,2.361,19.63,-1.29,13.24,False,normal,
2026-03-12 18:00:00,nodo_02,sensor,5.916,4.881,1.035,0.884,27.43,-1.29,13.24,True,alerta,
2026-03-13 00:00:00,,boletin_oficial,,,,,,1.85,13.3,,,5
2026-03-13 00:00:00,nodo_01,sensor,7.328,5.072,2.256,2.256,21.33,-1.97,13.13,False,normal,
2026-03-13 00:00:00,nodo_02,sensor,5.876,4.836,1.04,0.866,22.12,-1.97,13.13,True,alerta,
2026-03-13 06:00:00,nodo_01,sensor,7.337,4.997,2.34,2.34,20.58,-1.19,12.82,False,normal,
2026-03-13 06:00:00,nodo_02,sensor,5.887,4.884,1.003,0.99,25.24,-1.19,12.82,True,alerta,
2026-03-13 12:00:00,nodo_01,sensor,7.348,5.024,2.324,2.324,21.12,-1.92,13.21,False,normal,
2026-03-13 12:00:00,nodo_02,sensor,5.872,4.803,1.069,0.769,24.9,-1.92,13.21,True,alerta,
2026-03-13 18:00:00,nodo_01,sensor,7.376,4.948,2.428,2.428,19.17,-2.12,13.0,False,normal,
2026-03-13 18:00:00,nodo_02,sensor,5.843,4.766,1.077,0.745,25.43,-2.12,13.0,True,alerta,
2026-03-14 00:00:00,nodo_01,sensor,7.433,4.969,2.464,2.464,18.9,0.74,13.61,False,normal,
2026-03-14 00:00:00,nodo_02,sensor,5.925,4.911,1.014,0.952,23.53,0.74,13.61,True,alerta,
2026-03-14 06:00:00,nodo_01,sensor,7.423,4.988,2.435,2.435,20.86,-2.59,13.66,False,normal,
2026-03-14 06:00:00,nodo_02,sensor,5.883,4.802,1.081,0.729,27.05,-2.59,13.66,True,alerta,
2026-03-14 12:00:00,nodo_01,sensor,7.385,4.955,2.43,2.43,19.72,0.92,12.51,False,normal,
2026-03-14 12:00:00,nodo_02,sensor,5.908,4.896,1.012,0.961,24.39,0.92,12.51,True,alerta,
2026-03-14 18:00:00,nodo_01,sensor,7.386,5.074,2.312,2.312,20.12,-1.39,13.52,False,normal,
2026-03-14 18:00:00,nodo_02,sensor,5.86,4.795,1.065,0.784,26.18,-1.39,13.52,True,alerta,
2026-03-15 00:00:00,nodo_01,sensor,7.419,4.935,2.484,2.484,17.13,-2.26,13.07,False,normal,
2026-03-15 00:00:00,nodo_02,sensor,5.906,4.877,1.029,0.905,25.57,-2.26,13.07,True,alerta,
2026-03-15 06:00:00,nodo_01,sensor,7.358,4.957,2.401,2.401,20.07,-2.4,13.12,False,normal,
2026-03-15 06:00:00,nodo_02,sensor,5.851,4.802,1.049,0.837,25.3,-2.4,13.12,True,alerta,
2026-03-15 12:00:00,nodo_01,sensor,7.407,5.014,2.393,2.393,18.91,-0.03,13.24,False,normal,
2026-03-15 12:00:00,nodo_02,sensor,5.884,4.841,1.043,0.858,25.69,-0.03,13.24,True,alerta,
2026-03-15 18:00:00,nodo_01,sensor,7.351,5.029,2.322,2.322,18.86,-2.88,13.43,False,normal,
2026-03-15 18:00:00,nodo_02,sensor,5.817,4.787,1.03,0.898,25.45,-2.88,13.43,True,alerta,
2026-03-16 00:00:00,nodo_01,sensor,7.355,5.013,2.342,2.342,24.18,-1.06,13.53,False,normal,
2026-03-16 00:00:00,nodo_02,sensor,5.841,4.796,1.045,0.848,24.76,-1.06,13.53,True,alerta,
2026-03-16 06:00:00,nodo_01,sensor,7.423,4.944,2.479,2.479,20.79,-0.19,13.11,False,normal,
2026-03-16 06:00:00,nodo_02,sensor,5.941,4.876,1.065,1.065,16.3,-0.19,13.11,False,alerta,
2026-03-16 12:00:00,nodo_01,sensor,7.392,5.079,2.313,2.313,19.82,-2.26,13.31,False,normal,
2026-03-16 12:00:00,nodo_02,sensor,5.881,4.854,1.027,0.911,26.26,-2.26,13.31,True,alerta,
2026-03-16 18:00:00,nodo_01,sensor,7.387,5.104,2.283,2.283,21.31,-2.2,13.16,False,normal,
2026-03-16 18:00:00,nodo_02,sensor,5.868,4.81,1.058,0.808,24.76,-2.2,13.16,True,alerta,
2026-03-17 00:00:00,nodo_01,sensor,7.405,4.958,2.447,2.447,17.63,-2.67,12.64,False,normal,
2026-03-17 00:00:00,nodo_02,sensor,5.874,4.84,1.034,0.886,26.61,-2.67,12.64,True,alerta,
2026-03-17 06:00:00,nodo_01,sensor,7.332,5.057,2.275,2.275,20.51,-2.34,13.54,False,normal,
2026-03-17 06:00:00,nodo_02,sensor,5.864,4.814,1.05,0.832,28.78,-2.34,13.54,True,alerta,
2026-03-17 12:00:00,nodo_01,sensor,7.341,4.959,2.382,2.382,22.26,-2.67,13.43,False,normal,
2026-03-17 12:00:00,nodo_02,sensor,5.885,4.856,1.029,0.902,26.62,-2.67,13.43,True,alerta,
2026-03-17 18:00:00,nodo_01,sensor,7.36,5.019,2.341,2.341,21.14,-2.62,13.01,False,normal,
2026-03-17 18:00:00,nodo_02,sensor,5.846,4.787,1.059,0.803,27.41,-2.62,13.01,True,alerta,
2026-03-18 00:00:00,,boletin_oficial,,,,,,-2.52,13.24,,,3
2026-03-18 00:00:00,nodo_01,sensor,7.336,4.974,2.362,2.362,20.26,-3.2,13.41,False,normal,
2026-03-18 00:00:00,nodo_02,sensor,5.893,4.874,1.019,0.938,21.89,-3.2,13.41,True,alerta,
2026-03-18 06:00:00,nodo_01,sensor,7.449,5.006,2.443,2.443,20.16,-2.48,12.98,False,normal,
2026-03-18 06:00:00,nodo_02,sensor,5.897,4.859,1.038,0.873,25.71,-2.48,12.98,True,alerta,
2026-03-18 12:00:00,nodo_01,sensor,7.335,5.094,2.241,2.241,20.28,-2.52,12.98,False,normal,
2026-03-18 12:00:00,nodo_02,sensor,5.878,4.843,1.035,0.883,26.55,-2.52,12.98,True,alerta,
2026-03-18 18:00:00,nodo_01,sensor,7.328,5.076,2.252,2.252,19.76,-2.09,13.65,False,normal,
2026-03-18 18:00:00,nodo_02,sensor,5.866,4.841,1.025,0.917,22.89,-2.09,13.65,True,alerta,
2026-03-19 00:00:00,nodo_01,sensor,7.41,4.959,2.451,2.451,17.75,-2.79,13.53,False,normal,
2026-03-19 00:00:00,nodo_02,sensor,5.864,4.84,1.024,0.92,25.15,-2.79,13.53,True,alerta,
2026-03-19 06:00:00,nodo_01,sensor,7.355,5.035,2.32,2.32,22.77,-3.82,13.32,False,normal,
2026-03-19 06:00:00,nodo_02,sensor,5.896,4.869,1.027,0.909,23.72,-3.82,13.32,True,alerta,
2026-03-19 12:00:00,nodo_01,sensor,7.354,5.007,2.347,2.347,18.83,-2.6,13.39,False,normal,
2026-03-19 12:00:00,nodo_02,sensor,5.894,4.864,1.03,0.9,25.61,-2.6,13.39,True,alerta,
2026-03-19 18:00:00,nodo_01,sensor,7.35,5.005,2.345,2.345,19.62,-2.83,13.18,False,normal,
2026-03-19 18:00:00,nodo_02,sensor,5.917,4.867,1.05,1.05,19.14,-2.83,13.18,False,alerta,
2026-03-20 00:00:00,nodo_01,sensor,7.375,4.987,2.388,2.388,19.78,-3.32,13.42,False,normal,
2026-03-20 00:00:00,nodo_02,sensor,5.883,4.835,1.048,0.841,23.39,-3.32,13.42,True,alerta,
2026-03-20 06:00:00,nodo_01,sensor,7.397,4.944,2.453,2.453,19.21,-2.51,13.74,False,normal,
2026-03-20 06:00:00,nodo_02,sensor,5.89,4.875,1.015,0.951,26.44,-2.51,13.74,True,alerta,
2026-03-20 12:00:00,nodo_01,sensor,7.378,5.013,2.365,2.365,22.47,-2.92,13.07,False,normal,
2026-03-20 12:00:00,nodo_02,sensor,5.841,4.803,1.038,0.874,23.97,-2.92,13.07,True,alerta,
2026-03-20 18:00:00,nodo_01,sensor,7.399,4.991,2.408,2.408,19.22,-2.83,12.98,False,normal,
2026-03-20 18:00:00,nodo_02,sensor,5.903,4.884,1.019,0.938,23.26,-2.83,12.98,True,alerta,
2026-03-21 00:00:00,nodo_01,sensor,7.41,4.892,2.518,2.518,17.37,-2.7,12.95,False,normal,
2026-03-21 00:00:00,nodo_02,sensor,5.857,4.8,1.057,0.808,25.33,-2.7,12.95,True,alerta,
2026-03-21 06:00:00,nodo_01,sensor,7.377,4.914,2.463,2.463,17.98,-3.18,13.35,False,normal,
2026-03-21 06:00:00,nodo_02,sensor,5.89,4.854,1.036,0.881,25.1,-3.18,13.35,True,alerta,
2026-03-21 12:00:00,nodo_01,sensor,7.315,5.028,2.287,2.287,23.01,-3.59,13.4,False,normal,
2026-03-21 12:00:00,nodo_02,sensor,5.886,4.859,1.027,0.909,26.17,-3.59,13.4,True,alerta,
2026-03-21 18:00:00,nodo_01,sensor,7.411,5.051,2.36,2.36,17.24,-3.94,13.67,False,normal,
2026-03-21 18:00:00,nodo_02,sensor,5.822,4.778,1.044,0.853,25.41,-3.94,13.67,True,alerta,
2026-03-22 00:00:00,nodo_01,sensor,7.324,5.029,2.295,2.295,17.71,-3.29,13.45,False,normal,
2026-03-22 00:00:00,nodo_02,sensor,5.843,4.776,1.067,0.776,24.05,-3.29,13.45,True,alerta,
2026-03-22 06:00:00,nodo_01,sensor,7.379,5.009,2.37,2.37,18.71,-3.57,14.18,False,normal,
2026-03-22 06:00:00,nodo_02,sensor,5.885,4.859,1.026,0.914,25.56,-3.57,14.18,True,alerta,
2026-03-22 12:00:00,nodo_01,sensor,7.35,5.012,2.338,2.338,20.27,-3.9,13.68,False,normal,
2026-03-22 12:00:00,nodo_02,sensor,5.851,4.777,1.074,0.752,25.3,-3.9,13.68,True,alerta,
2026-03-22 18:00:00,nodo_01,sensor,7.389,5.049,2.34,2.34,20.93,-2.98,13.22,False,normal,
2026-03-22 18:00:00,nodo_02,sensor,5.823,4.781,1.042,0.859,25.0,-2.98,13.22,True,alerta,
2026-03-23 00:00:00,nodo_01,sensor,7.394,5.006,2.388,2.388,21.23,-3.83,13.33,False,normal,
2026-03-23 00:00:00,nodo_02,sensor,5.88,4.825,1.055,0.816,26.97,-3.83,13.33,True,alerta,
2026-03-23 06:00:00,nodo_01,sensor,7.379,5.01,2.369,2.369,20.41,-3.37,12.9,False,normal,
2026-03-23 06:00:00,nodo_02,sensor,5.828,4.793,1.035,0.882,26.95,-3.37,12.9,True,alerta,
2026-03-23 12:00:00,nodo_01,sensor,7.357,5.044,2.313,2.313,17.89,-2.92,13.38,False,normal,
2026-03-23 12:00:00,nodo_02,sensor,5.886,4.867,1.019,0.938,27.29,-2.92,13.38,True,alerta,
2026-03-23 18:00:00,nodo_01,sensor,7.409,5.01,2.399,2.399,21.55,-3.49,13.27,False,normal,
2026-03-23 18:00:00,nodo_02,sensor,5.821,4.763,1.058,0.808,26.71,-3.49,13.27,True,alerta,
2026-03-24 00:00:00,nodo_01,sensor,7.405,4.966,2.439,2.439,19.24,-3.16,13.43,False,normal,
2026-03-24 00:00:00,nodo_02,sensor,5.794,4.718,1.076,0.748,25.85,-3.16,13.43,True,alerta,
2026-03-24 06:00:00,nodo_01,sensor,7.411,4.974,2.437,2.437,19.37,-3.67,13.85,False,normal,
2026-03-24 06:00:00,nodo_02,sensor,5.855,4.832,1.023,0.922,24.0,-3.67,13.85,True,alerta,
2026-03-24 12:00:00,nodo_01,sensor,7.325,5.034,2.291,2.291,19.75,-4.3,13.05,False,normal,
2026-03-24 12:00:00,nodo_02,sensor,5.832,4.747,1.085,0.717,24.38,-4.3,13.05,True,alerta,
2026-03-24 18:00:00,nodo_01,sensor,7.374,5.123,2.251,2.251,19.04,-3.5,13.56,False,normal,
2026-03-24 18:00:00,nodo_02,sensor,5.849,4.813,1.036,0.88,24.54,-3.5,13.56,True,alerta,
2026-03-25 00:00:00,nodo_01,sensor,7.351,4.941,2.41,2.41,21.19,-3.8,13.38,False,normal,
2026-03-25 00:00:00,nodo_02,sensor,5.893,4.856,1.037,0.876,24.81,-3.8,13.38,True,alerta,
2026-03-25 06:00:00,nodo_01,sensor,7.411,5.09,2.321,2.321,19.08,-3.56,12.98,False,normal,
2026-03-25 06:00:00,nodo_02,sensor,5.853,4.805,1.048,0.839,25.88,-3.56,12.98,True,alerta,
2026-03-25 12:00:00,nodo_01,sensor,7.307,4.937,2.37,2.37,21.33,-4.02,13.46,False,normal,
2026-03-25 12:00:00,nodo_02,sensor,5.831,4.793,1.038,0.873,25.36,-4.02,13.46,True,alerta,
2026-03-25 18:00:00,nodo_01,sensor,7.36,5.059,2.301,2.301,23.79,-3.92,13.5,False,normal,
2026-03-25 18:00:00,nodo_02,sensor,5.845,4.806,1.039,0.869,26.94,-3.92,13.5,True,alerta,
2026-03-26 00:00:00,,boletin_oficial,,,,,,-2.96,13.01,,,4
2026-03-26 00:00:00,nodo_01,sensor,7.363,5.015,2.348,2.348,21.4,-4.41,13.58,False,normal,
2026-03-26 00:00:00,nodo_02,sensor,5.869,4.824,1.045,0.849,26.45,-4.41,13.58,True,alerta,
2026-03-26 06:00:00,nodo_01,sensor,7.408,5.032,2.376,2.376,19.75,-3.36,13.79,False,normal,
2026-03-26 06:00:00,nodo_02,sensor,5.871,4.814,1.057,0.811,24.15,-3.36,13.79,True,alerta,
2026-03-26 12:00:00,nodo_01,sensor,7.357,5.0,2.357,2.357,21.23,-3.66,13.56,False,normal,
2026-03-26 12:00:00,nodo_02,sensor,5.819,4.764,1.055,0.818,25.51,-3.66,13.56,True,alerta,
2026-03-26 18:00:00,nodo_01,sensor,7.355,5.011,2.344,2.344,20.37,-3.6,14.09,False,normal,
2026-03-26 18:00:00,nodo_02,sensor,5.911,4.886,1.025,0.916,25.79,-3.6,14.09,True,alerta,
2026-03-27 00:00:00,nodo_01,sensor,7.356,4.98,2.376,2.376,19.46,-3.83,13.58,False,normal,
2026-03-27 00:00:00,nodo_02,sensor,5.867,4.854,1.013,0.957,26.82,-3.83,13.58,True,alerta,
2026-03-27 06:00:00,nodo_01,sensor,7.405,4.997,2.408,2.408,19.17,-4.16,13.57,False,normal,
2026-03-27 06:00:00,nodo_02,sensor,5.915,4.911,1.004,0.987,22.08,-4.16,13.57,True,alerta,
2026-03-27 12:00:00,nodo_01,sensor,7.396,5.066,2.33,2.33,19.67,-3.72,13.75,False,normal,
2026-03-27 12:00:00,nodo_02,sensor,5.828,4.778,1.05,0.834,26.32,-3.72,13.75,True,alerta,
2026-03-27 18:00:00,nodo_01,sensor,7.352,5.012,2.34,2.34,19.64,-4.62,13.25,False,normal,
2026-03-27 18:00:00,nodo_02,sensor,5.864,4.842,1.022,0.927,27.54,-4.62,13.25,True,alerta,
2026-03-28 00:00:00,nodo_01,sensor,7.37,4.988,2.382,2.382,21.06,-3.85,13.46,False,normal,
2026-03-28 00:00:00,nodo_02,sensor,5.883,4.841,1.042,0.86,26.29,-3.85,13.46,True,alerta,
2026-03-28 06:00:00,nodo_01,sensor,7.357,5.072,2.285,2.285,18.99,-4.01,13.68,False,normal,
2026-03-28 06:00:00,nodo_02,sensor,5.914,4.889,1.025,0.916,23.23,-4.01,13.68,True,alerta,
2026-03-28 12:00:00,nodo_01,sensor,7.304,5.05,2.254,2.254,19.58,-7.74,13.64,False,normal,
2026-03-28 12:00:00,nodo_02,sensor,5.822,4.771,1.051,0.831,24.34,-7.74,13.64,True,alerta,
2026-03-28 18:00:00,nodo_01,sensor,7.376,5.021,2.355,2.355,18.55,-4.8,13.7,False,normal,
2026-03-28 18:00:00,nodo_02,sensor,5.851,4.806,1.045,0.851,23.64,-4.8,13.7,True,alerta,
2026-03-29 00:00:00,nodo_01,sensor,7.334,5.002,2.332,2.332,19.6,-3.99,14.02,False,normal,
2026-03-29 00:00:00,nodo_02,sensor,5.858,4.818,1.04,0.867,24.28,-3.99,14.02,True,alerta,
2026-03-29 06:00:00,nodo_01,sensor,7.318,5.029,2.289,2.289,22.1,-6.52,13.67,False,normal,
2026-03-29 06:00:00,nodo_02,sensor,5.863,4.821,1.042,0.86,24.4,-6.52,13.67,True,alerta,
2026-03-29 12:00:00,nodo_01,sensor,7.341,5.054,2.287,2.287,20.17,-4.12,13.69,False,normal,
2026-03-29 12:00:00,nodo_02,sensor,5.887,4.856,1.031,0.897,27.35,-4.12,13.69,True,alerta,
2026-03-29 18:00:00,nodo_01,sensor,7.344,4.976,2.368,2.368,19.52,-3.62,13.54,False,normal,
2026-03-29 18:00:00,nodo_02,sensor,5.877,4.832,1.045,0.851,24.51,-3.62,13.54,True,alerta,
2026-03-30 00:00:00,nodo_01,sensor,7.34,5.038,2.302,2.302,18.31,-3.16,13.46,False,normal,
